"REGION"	"LOSS.01"	"START.DATE.LOSS.01"	"END.DATE.LOSS.01"	"COUNT.LOSS.01"	"SHARE.LOSS.01"	"LOSS.02"	"START.DATE.LOSS.02"	"END.DATE.LOSS.02"	"COUNT.LOSS.02"	"SHARE.LOSS.02"	"SATURATION"	"START.DATE.SATURATION"	"END.DATE.SATURATION"	"COUNT.SATURATION"	"SHARE.SATURATION"
"St. Petersburg"	"пропало обоняние"	"27.01.2020"	"02.02.2020"	101	7.63949e-07	"потеря обоняния"	"27.01.2020"	"02.02.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"03.02.2020"	"09.02.2020"	104	7.68018e-07	"потеря обоняния"	"03.02.2020"	"09.02.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"10.02.2020"	"16.02.2020"	145	1.036023e-06	"потеря обоняния"	"10.02.2020"	"16.02.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"17.02.2020"	"23.02.2020"	94	7.15067e-07	"потеря обоняния"	"17.02.2020"	"23.02.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"24.02.2020"	"01.03.2020"	118	9.07056e-07	"потеря обоняния"	"24.02.2020"	"01.03.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"02.03.2020"	"08.03.2020"	101	7.87608e-07	"потеря обоняния"	"02.03.2020"	"08.03.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"09.03.2020"	"15.03.2020"	148	1.116328e-06	"потеря обоняния"	"09.03.2020"	"15.03.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"16.03.2020"	"22.03.2020"	133	1.009149e-06	"потеря обоняния"	"16.03.2020"	"22.03.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"23.03.2020"	"29.03.2020"	220	1.741538e-06	"потеря обоняния"	"23.03.2020"	"29.03.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"30.03.2020"	"05.04.2020"	329	2.538649e-06	"потеря обоняния"	"30.03.2020"	"05.04.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"06.04.2020"	"12.04.2020"	468	3.122538e-06	"потеря обоняния"	"06.04.2020"	"12.04.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"13.04.2020"	"19.04.2020"	578	3.792769e-06	"потеря обоняния"	"13.04.2020"	"19.04.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"20.04.2020"	"26.04.2020"	1025	6.78765e-06	"потеря обоняния"	"20.04.2020"	"26.04.2020"	NA	NA	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"27.04.2020"	"03.05.2020"	2068	1.4576027e-05	"потеря обоняния"	"27.04.2020"	"03.05.2020"	1886	1.329335e-05	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"04.05.2020"	"10.05.2020"	3595	2.7614188e-05	"потеря обоняния"	"04.05.2020"	"10.05.2020"	2686	2.0632449e-05	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"11.05.2020"	"17.05.2020"	3982	2.7791398e-05	"потеря обоняния"	"11.05.2020"	"17.05.2020"	3150	2.1985273e-05	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"18.05.2020"	"24.05.2020"	4902	3.5647904e-05	"потеря обоняния"	"18.05.2020"	"24.05.2020"	3509	2.5518461e-05	"сатурация"	NA	NA	NA	NA
"St. Petersburg"	"пропало обоняние"	"25.05.2020"	"31.05.2020"	5762	4.6417901e-05	"потеря обоняния"	"25.05.2020"	"31.05.2020"	3913	3.1523359e-05	"сатурация"	"25.05.2020"	"31.05.2020"	4208	3.3899897e-05
"St. Petersburg"	"пропало обоняние"	"01.06.2020"	"07.06.2020"	5981	4.7034251e-05	"потеря обоняния"	"01.06.2020"	"07.06.2020"	4068	3.199111e-05	"сатурация"	"01.06.2020"	"07.06.2020"	4022	3.1629362e-05
"St. Petersburg"	"пропало обоняние"	"08.06.2020"	"14.06.2020"	5225	4.4717195e-05	"потеря обоняния"	"08.06.2020"	"14.06.2020"	3330	2.8499821e-05	"сатурация"	"08.06.2020"	"14.06.2020"	3411	2.919306e-05
"St. Petersburg"	"пропало обоняние"	"15.06.2020"	"21.06.2020"	3386	2.8549132e-05	"потеря обоняния"	"15.06.2020"	"21.06.2020"	2154	1.8162006e-05	"сатурация"	"15.06.2020"	"21.06.2020"	3384	2.8533068e-05
"St. Petersburg"	"пропало обоняние"	"22.06.2020"	"28.06.2020"	2039	1.795454e-05	"потеря обоняния"	"22.06.2020"	"28.06.2020"	1280	1.1271257e-05	"сатурация"	"22.06.2020"	"28.06.2020"	2394	2.1080773e-05
"St. Petersburg"	"пропало обоняние"	"29.06.2020"	"05.07.2020"	1512	1.2802985e-05	"потеря обоняния"	"29.06.2020"	"05.07.2020"	783	6.630137e-06	"сатурация"	"29.06.2020"	"05.07.2020"	1921	1.6266275e-05
"St. Petersburg"	"пропало обоняние"	"06.07.2020"	"12.07.2020"	1054	9.280801e-06	"потеря обоняния"	"06.07.2020"	"12.07.2020"	694	6.110897e-06	"сатурация"	"06.07.2020"	"12.07.2020"	1867	1.6439545e-05
"St. Petersburg"	"пропало обоняние"	"13.07.2020"	"19.07.2020"	941	8.560503e-06	"потеря обоняния"	"13.07.2020"	"19.07.2020"	564	5.130846e-06	"сатурация"	"13.07.2020"	"19.07.2020"	1658	1.5083232e-05
"St. Petersburg"	"пропало обоняние"	"20.07.2020"	"26.07.2020"	935	8.333474e-06	"потеря обоняния"	"20.07.2020"	"26.07.2020"	549	4.893133e-06	"сатурация"	"20.07.2020"	"26.07.2020"	1296	1.1551002e-05
"St. Petersburg"	"пропало обоняние"	"27.07.2020"	"02.08.2020"	919	7.990442e-06	"потеря обоняния"	"27.07.2020"	"02.08.2020"	601	5.225526e-06	"сатурация"	"27.07.2020"	"02.08.2020"	1214	1.0555388e-05
"St. Petersburg"	"пропало обоняние"	"03.08.2020"	"09.08.2020"	1119	1.0076708e-05	"потеря обоняния"	"03.08.2020"	"09.08.2020"	611	5.502117e-06	"сатурация"	"03.08.2020"	"09.08.2020"	1094	9.85158e-06
"St. Petersburg"	"пропало обоняние"	"10.08.2020"	"16.08.2020"	1243	1.1057704e-05	"потеря обоняния"	"10.08.2020"	"16.08.2020"	731	6.502962e-06	"сатурация"	"10.08.2020"	"16.08.2020"	1110	9.874538e-06
"St. Petersburg"	"пропало обоняние"	"17.08.2020"	"23.08.2020"	1309	1.1405808e-05	"потеря обоняния"	"17.08.2020"	"23.08.2020"	832	7.249528e-06	"сатурация"	"17.08.2020"	"23.08.2020"	1036	9.027056e-06
"St. Petersburg"	"пропало обоняние"	"24.08.2020"	"30.08.2020"	1273	1.0592133e-05	"потеря обоняния"	"24.08.2020"	"30.08.2020"	686	5.707936e-06	"сатурация"	"24.08.2020"	"30.08.2020"	1244	1.0350835e-05
"St. Petersburg"	"пропало обоняние"	"31.08.2020"	"06.09.2020"	1426	1.1678259e-05	"потеря обоняния"	"31.08.2020"	"06.09.2020"	798	6.535239e-06	"сатурация"	"31.08.2020"	"06.09.2020"	1125	9.213213e-06
"St. Petersburg"	"пропало обоняние"	"07.09.2020"	"13.09.2020"	1943	1.4736248e-05	"потеря обоняния"	"07.09.2020"	"13.09.2020"	1127	8.547483e-06	"сатурация"	"07.09.2020"	"13.09.2020"	1475	1.1186812e-05
"St. Petersburg"	"пропало обоняние"	"14.09.2020"	"20.09.2020"	2259	1.6738768e-05	"потеря обоняния"	"14.09.2020"	"20.09.2020"	1266	9.380828e-06	"сатурация"	"14.09.2020"	"20.09.2020"	1760	1.3041278e-05
"St. Petersburg"	"пропало обоняние"	"21.09.2020"	"27.09.2020"	2646	1.9459203e-05	"потеря обоняния"	"21.09.2020"	"27.09.2020"	1590	1.1693179e-05	"сатурация"	"21.09.2020"	"27.09.2020"	1906	1.4017107e-05
"St. Petersburg"	"пропало обоняние"	"28.09.2020"	"04.10.2020"	2984	2.1716858e-05	"потеря обоняния"	"28.09.2020"	"04.10.2020"	1737	1.2641812e-05	"сатурация"	"28.09.2020"	"04.10.2020"	2691	1.9584983e-05
"St. Petersburg"	"пропало обоняние"	"05.10.2020"	"11.10.2020"	3693	2.6012782e-05	"потеря обоняния"	"05.10.2020"	"11.10.2020"	2145	1.5137278e-05	"сатурация"	"05.10.2020"	"11.10.2020"	4239	2.9914648e-05
"St. Petersburg"	"пропало обоняние"	"12.10.2020"	"18.10.2020"	4620	3.1802719e-05	"потеря обоняния"	"12.10.2020"	"18.10.2020"	2399	1.6539323e-05	"сатурация"	"12.10.2020"	"18.10.2020"	4769	3.2878713e-05
"St. Petersburg"	"пропало обоняние"	"19.10.2020"	"25.10.2020"	6254	4.2578294e-05	"потеря обоняния"	"19.10.2020"	"25.10.2020"	3115	2.1207459e-05	"сатурация"	"19.10.2020"	"25.10.2020"	6367	4.3347637e-05
"St. Petersburg"	"пропало обоняние"	"26.10.2020"	"01.11.2020"	8840	6.0643312e-05	"потеря обоняния"	"26.10.2020"	"01.11.2020"	4163	2.8601417e-05	"сатурация"	"26.10.2020"	"01.11.2020"	11235	7.7188786e-05
"St. Petersburg"	"пропало обоняние"	"02.11.2020"	"08.11.2020"	9382	6.4252643e-05	"потеря обоняния"	"02.11.2020"	"08.11.2020"	4602	3.1516805e-05	"сатурация"	"02.11.2020"	"08.11.2020"	14406	9.8659516e-05
"St. Petersburg"	"пропало обоняние"	"09.11.2020"	"15.11.2020"	9229	5.9102285e-05	"потеря обоняния"	"09.11.2020"	"15.11.2020"	3899	2.4969098e-05	"сатурация"	"09.11.2020"	"15.11.2020"	13609	8.7151695e-05
"St. Petersburg"	"пропало обоняние"	"16.11.2020"	"22.11.2020"	8888	5.580711e-05	"потеря обоняния"	"16.11.2020"	"22.11.2020"	3755	2.3577374e-05	"сатурация"	"16.11.2020"	"22.11.2020"	12343	7.7500806e-05
"St. Petersburg"	"пропало обоняние"	"23.11.2020"	"29.11.2020"	10267	6.264943e-05	"потеря обоняния"	"23.11.2020"	"29.11.2020"	4452	2.7166189e-05	"сатурация"	"23.11.2020"	"29.11.2020"	13224	8.0693101e-05
"St. Petersburg"	"пропало обоняние"	"30.11.2020"	"06.12.2020"	10850	6.9737246e-05	"потеря обоняния"	"30.11.2020"	"06.12.2020"	4656	2.9925956e-05	"сатурация"	"30.11.2020"	"06.12.2020"	13625	8.757327e-05
"St. Petersburg"	"пропало обоняние"	"07.12.2020"	"13.12.2020"	10608	6.9697181e-05	"потеря обоняния"	"07.12.2020"	"13.12.2020"	4701	3.0886731e-05	"сатурация"	"07.12.2020"	"13.12.2020"	13391	8.7982178e-05
"St. Petersburg"	"пропало обоняние"	"14.12.2020"	"20.12.2020"	10604	6.9337747e-05	"потеря обоняния"	"14.12.2020"	"20.12.2020"	4492	2.9372422e-05	"сатурация"	"14.12.2020"	"20.12.2020"	13961	9.1288597e-05
"St. Petersburg"	"пропало обоняние"	"21.12.2020"	"27.12.2020"	9711	6.8034377e-05	"потеря обоняния"	"21.12.2020"	"27.12.2020"	4160	2.9144579e-05	"сатурация"	"21.12.2020"	"27.12.2020"	14065	9.8538102e-05
"St. Petersburg"	"пропало обоняние"	"28.12.2020"	"03.01.2021"	7148	6.1273696e-05	"потеря обоняния"	"28.12.2020"	"03.01.2021"	3198	2.7413721e-05	"сатурация"	"28.12.2020"	"03.01.2021"	11291	9.6788094e-05
"St. Petersburg"	"пропало обоняние"	"04.01.2021"	"10.01.2021"	6373	5.1057517e-05	"потеря обоняния"	"04.01.2021"	"10.01.2021"	2943	2.357795e-05	"сатурация"	"04.01.2021"	"10.01.2021"	10945	8.7686258e-05
"St. Petersburg"	"пропало обоняние"	"11.01.2021"	"17.01.2021"	4135	2.7965965e-05	"потеря обоняния"	"11.01.2021"	"17.01.2021"	1997	1.3506175e-05	"сатурация"	"11.01.2021"	"17.01.2021"	10911	7.3793626e-05
"St. Petersburg"	"пропало обоняние"	"18.01.2021"	"24.01.2021"	3157	2.0436411e-05	"потеря обоняния"	"18.01.2021"	"24.01.2021"	1562	1.0111395e-05	"сатурация"	"18.01.2021"	"24.01.2021"	8721	5.6454211e-05
"St. Petersburg"	"пропало обоняние"	"25.01.2021"	"31.01.2021"	2783	1.9057719e-05	"потеря обоняния"	"25.01.2021"	"31.01.2021"	1336	9.148801e-06	"сатурация"	"25.01.2021"	"31.01.2021"	8058	5.5180417e-05
"St. Petersburg"	"пропало обоняние"	"01.02.2021"	"07.02.2021"	2092	1.4683662e-05	"потеря обоняния"	"01.02.2021"	"07.02.2021"	1146	8.043727e-06	"сатурация"	"01.02.2021"	"07.02.2021"	6419	4.5054698e-05
"St. Petersburg"	"пропало обоняние"	"08.02.2021"	"14.02.2021"	1857	1.240723e-05	"потеря обоняния"	"08.02.2021"	"14.02.2021"	972	6.494253e-06	"сатурация"	"08.02.2021"	"14.02.2021"	6019	4.0214926e-05
"St. Petersburg"	"пропало обоняние"	"15.02.2021"	"21.02.2021"	1693	1.1265598e-05	"потеря обоняния"	"15.02.2021"	"21.02.2021"	808	5.376611e-06	"сатурация"	"15.02.2021"	"21.02.2021"	4837	3.2186471e-05
"St. Petersburg"	"пропало обоняние"	"22.02.2021"	"28.02.2021"	2001	1.3450684e-05	"потеря обоняния"	"22.02.2021"	"28.02.2021"	1108	7.447955e-06	"сатурация"	"22.02.2021"	"28.02.2021"	5002	3.362335e-05
"St. Petersburg"	"пропало обоняние"	"01.03.2021"	"07.03.2021"	1534	1.0046553e-05	"потеря обоняния"	"01.03.2021"	"07.03.2021"	777	5.088769e-06	"сатурация"	"01.03.2021"	"07.03.2021"	4624	3.0283743e-05
"St. Petersburg"	"пропало обоняние"	"08.03.2021"	"14.03.2021"	1767	1.1400016e-05	"потеря обоняния"	"08.03.2021"	"14.03.2021"	987	6.367751e-06	"сатурация"	"08.03.2021"	"14.03.2021"	4791	3.090972e-05
"St. Petersburg"	"пропало обоняние"	"15.03.2021"	"21.03.2021"	1667	1.1052794e-05	"потеря обоняния"	"15.03.2021"	"21.03.2021"	853	5.655689e-06	"сатурация"	"15.03.2021"	"21.03.2021"	3907	2.5904778e-05
"St. Petersburg"	"пропало обоняние"	"22.03.2021"	"28.03.2021"	1378	9.526228e-06	"потеря обоняния"	"22.03.2021"	"28.03.2021"	767	5.302334e-06	"сатурация"	"22.03.2021"	"28.03.2021"	3561	2.4617487e-05
"St. Petersburg"	"пропало обоняние"	"29.03.2021"	"04.04.2021"	1333	8.866199e-06	"потеря обоняния"	"29.03.2021"	"04.04.2021"	756	5.028392e-06	"сатурация"	"29.03.2021"	"04.04.2021"	3659	2.4337152e-05
"St. Petersburg"	"пропало обоняние"	"05.04.2021"	"11.04.2021"	1398	8.944417e-06	"потеря обоняния"	"05.04.2021"	"11.04.2021"	693	4.433821e-06	"сатурация"	"05.04.2021"	"11.04.2021"	4199	2.6865242e-05
"St. Petersburg"	"пропало обоняние"	"12.04.2021"	"18.04.2021"	2161	1.2562613e-05	"потеря обоняния"	"12.04.2021"	"18.04.2021"	869	5.051786e-06	"сатурация"	"12.04.2021"	"18.04.2021"	4890	2.8427198e-05
"St. Petersburg"	"пропало обоняние"	"19.04.2021"	"25.04.2021"	1117	7.944831e-06	"потеря обоняния"	"19.04.2021"	"25.04.2021"	595	4.232027e-06	"сатурация"	"19.04.2021"	"25.04.2021"	3067	2.1814501e-05
"St. Petersburg"	"пропало обоняние"	"26.04.2021"	"02.05.2021"	1101	8.526762e-06	"потеря обоняния"	"26.04.2021"	"02.05.2021"	535	4.143341e-06	"сатурация"	"26.04.2021"	"02.05.2021"	2870	2.2226892e-05
"St. Petersburg"	"пропало обоняние"	"03.05.2021"	"09.05.2021"	1242	1.0117348e-05	"потеря обоняния"	"03.05.2021"	"09.05.2021"	694	5.653333e-06	"сатурация"	"03.05.2021"	"09.05.2021"	3008	2.4503206e-05
"St. Petersburg"	"пропало обоняние"	"10.05.2021"	"16.05.2021"	1499	1.1716649e-05	"потеря обоняния"	"10.05.2021"	"16.05.2021"	646	5.049336e-06	"сатурация"	"10.05.2021"	"16.05.2021"	3039	2.3753766e-05
"St. Petersburg"	"пропало обоняние"	"17.05.2021"	"23.05.2021"	1434	1.0428304e-05	"потеря обоняния"	"17.05.2021"	"23.05.2021"	775	5.635939e-06	"сатурация"	"17.05.2021"	"23.05.2021"	3709	2.6972511e-05
"St. Petersburg"	"пропало обоняние"	"24.05.2021"	"30.05.2021"	1431	1.0424545e-05	"потеря обоняния"	"24.05.2021"	"30.05.2021"	710	5.172206e-06	"сатурация"	"24.05.2021"	"30.05.2021"	3857	2.8097465e-05
"St. Petersburg"	"пропало обоняние"	"31.05.2021"	"06.06.2021"	2535	1.9822021e-05	"потеря обоняния"	"31.05.2021"	"06.06.2021"	1109	8.671645e-06	"сатурация"	"31.05.2021"	"06.06.2021"	4317	3.375608e-05
"St. Petersburg"	"пропало обоняние"	"07.06.2021"	"13.06.2021"	3731	2.8144467e-05	"потеря обоняния"	"07.06.2021"	"13.06.2021"	1624	1.22505e-05	"сатурация"	"07.06.2021"	"13.06.2021"	7371	5.5602483e-05
